title,url,brand,line,size,box_qty,price,in_stock
"ACE Prime The Sergeant Robusto Gordo (5.0"""" x 58)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Face-prime-cigars%2Face-prime-the-sergeant%2FACE-PM.html,ACE Prime,"""ACE Prime The Sergeant","5.0"" x 58",20,188.99,False
"Diesel Esteli Puro Gigante (6.0"""" x 60)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdiesel%2Fdiesel-esteli-puro%2FJ69-PM.html,Diesel,"""Diesel Esteli Puro Gigante","6.0"" x 60",20,188.99,True
"Black Label Trading Co. Memento Mori Corona (5.5"""" x 42)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fblack-label-trading-company%2Fblack-label-trading-co.-memento-mori%2F0BL-PM.html,Black Label Trading Company,"""Black Label Trading Co. Memento Mori","5.5"" x 42",20,188.99,False
"Fiat Lux by Luciano Intuition (5.0"""" x 50)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Face-prime-cigars%2Ffiat-lux-by-luciano%2FACF-PM.html,ACE Prime,"""Fiat Lux by Luciano Intuition","5.0"" x 50",20,188.99,False
"Leaf by Oscar Corojo Toro (6.0"""" x 50)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fleaf-by-oscar%2Fleaf-by-oscar-corojo%2FLO2-PM.html,Leaf by Oscar,"""Leaf by Oscar Corojo","6.0"" x 50",20,188.99,False
"Leaf by Oscar Maduro Toro (6.0"""" x 50)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fleaf-by-oscar%2Fleaf-by-oscar-maduro%2FLO3-PM.html,Leaf by Oscar,"""Leaf by Oscar Maduro","6.0"" x 50",20,188.99,False
"Emilio Side 1 Gran Toro (6.0"""" x 58)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Femilio%2Femilio-side-1%2FEM1-PM.html,Emilio Cigars,"""Emilio Side 1","6.0"" x 58",20,188.99,False
"Leaf by Oscar Sumatra Toro (6.0"""" x 50)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fleaf-by-oscar%2Fleaf-by-oscar-sumatra%2FLO4-PM.html,Leaf by Oscar,"""Leaf by Oscar Sumatra","6.0"" x 50",20,188.99,False
"Dissident Bloc BP Toro (6.25"""" x 52)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdissident%2Fdissident-bloc%2FDS2-PM.html,Dissident,"""Dissident Bloc BP","6.25"" x 52",20,188.99,False
"Leaf by Oscar Connecticut Toro (6.0"""" x 50)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fleaf-by-oscar%2Fleaf-by-oscar-connecticut%2FLO1-PM.html,Leaf by Oscar,"""Leaf by Oscar Connecticut","6.0"" x 50",20,188.99,False
"Leaf by Oscar Maduro Toro (6.0"""" x 52)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fleaf-by-oscar%2Fleaf-by-oscar-maduro%2FLO3-PM.html,Leaf by Oscar,"""Leaf by Oscar Maduro","6.0"" x 52",20,189.99,True
"Dias de Gloria by AJ Fernandez Robusto (5.5"""" x 52)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faj-fernandez%2Fdias-de-gloria-by-aj-fernandez%2FDDG-PM.html,Dias de Gloria,"""Dias de Gloria by AJ Fernandez","5.5"" x 52",20,189.99,False
"Hot Cake Corona Gorda (5.6"""" x 46)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fhvc-cigars%2Fhot-cake%2FHV4-PM.html,HVC,"""Hot Cake","5.6"" x 46",20,189.99,False
"Tatuaje Black Cazadores (6.3"""" x 43)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Ftatuaje-cigars%2Ftatuaje-black%2F3UY-PM-1004.html,Tatuaje,"""Tatuaje Black Cazadores","6.3"" x 43",20,189.99,False
"Leaf by Oscar Sumatra Toro (6.0"""" x 52)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fleaf-by-oscar%2Fleaf-by-oscar-sumatra%2FLO4-PM.html,Leaf by Oscar,"""Leaf by Oscar Sumatra","6.0"" x 52",20,189.99,True
"The Upsetters Django (5.0"""" x 54) - Sumatra",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Ffoundation-cigars%2Fthe-upsetters%2FUPS-PM.html,The Upsetters,"""The Upsetters Django","5.0"" x 54",20,189.99,True
"Tatuaje Black Corona Gorda (5.6"""" x 46)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Ftatuaje-cigars%2Ftatuaje-black%2F3UY-PM-1004.html,Tatuaje,"""Tatuaje Black","5.6"" x 46",20,189.99,False
"Leaf by Oscar Corojo Toro (6.0"""" x 52)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fleaf-by-oscar%2Fleaf-by-oscar-corojo%2FLO2-PM.html,Leaf by Oscar,"""Leaf by Oscar Corojo","6.0"" x 52",20,189.99,False
"Leaf by Oscar Connecticut Toro (6.0"""" x 52)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fleaf-by-oscar%2Fleaf-by-oscar-connecticut%2FLO1-PM.html,Leaf by Oscar,"""Leaf by Oscar Connecticut","6.0"" x 52",20,189.99,True
"La Aroma de Cuba Immensa (5.7"""" x 60)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fla-aroma-de-cuba%2Fla-aroma-de-cuba%2F6BC-PM.html,La Aroma de Cuba,"""La Aroma de Cuba Immensa","5.7"" x 60",20,189.99,True
"Crowned Heads Le Patissier Lonsdale (6.5"""" x 44)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fcrowned-heads-cigars%2Fcrowned-heads-le-patissier%2FFKY-PM-1012.html,Crowned Heads,"""Crowned Heads Le Patissier","6.5"" x 44",20,189.99,False
"Crowned Heads Le Patissier No. 50 (4.4"""" x 50)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fcrowned-heads-cigars%2Fcrowned-heads-le-patissier%2FFKY-PM-1012.html,Crowned Heads,"""Crowned Heads Le Patissier No. 50","4.4"" x 50",20,189.99,False
"JFR Lunatic Habano Lunatic Short Robusto (4.7"""" x 52)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faganorsa%2Fj.f.r.-lunatic-habano%2FCFS-PM.html,JFR,"""JFR Lunatic Habano Lunatic","4.7"" x 52",20,189.99,True
"Macanudo Gold Gold Brick (6.0"""" x 60)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fmacanudo%2Fmacanudo-gold%2FMA5-PM.html,Macanudo,"""Macanudo Gold Gold Brick","6.0"" x 60",20,189.99,False
"JFR Lunatic Maduro Lunatic Short Robusto (4.75"""" x 52)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faganorsa%2Fj.f.r.-lunatic-maduro%2FCFN-PM.html,JFR,"""JFR Lunatic Maduro Lunatic","4.75"" x 52",20,189.99,True
"Bellas Artes Maduro Toro (6.0"""" x 54)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faj-fernandez%2Fbellas-artes-maduro%2FBA3-PM.html,Bellas Artes,"""Bellas Artes Maduro","6.0"" x 54",20,189.99,False
"Romeo y Julieta 1875 No.2 (Belicoso) (6.1"""" x 52)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fromeo-y-julieta%2Fromeo-y-julieta-1875%2FROA-PM.html,Romeo y Julieta,"""Romeo y Julieta 1875 No.2 (","6.1"" x 52",20,189.99,False
"Padron 1964 Anniversary Series 'A' (8.2"""" x 50) - Natural",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fpadron%2Fpadron-1964-anniversary-series%2FK9E-PM.html,Padron,"""Padron 1964 Anniversary Series 'A'","8.2"" x 50",20,191.25,False
"Cavalier Geneve White Series Elegantes (4.5"""" x 52)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcavalier-geneve%2Fcavalier-geneve-white-series%2FILT-PM.html,Cavalier Geneve,"""Cavalier Geneve White Series Elegantes","4.5"" x 52",20,191.99,False
"Deadwood Tobacco Co. Sweet Jane (5.0"""" x 46)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdrew-estate%2Fdeadwood-tobacco-co.%2FDW1-PM.html,Deadwood by Drew Estate,"""Deadwood Tobacco Co. Sweet Jane","5.0"" x 46",20,191.99,True
"Montecristo White Label Monte Court (5.5"""" x 44)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fmontecristo%2Fmontecristo-white-label%2FWMA-PM.html,Montecristo,"""Montecristo White Label Monte Court","5.5"" x 44",20,191.99,True
"Cavalier Geneve Bll Viso Jalapa Robusto (5.0"""" x 50)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fcavalier-geneve-cigars%2Fcavalier-geneve-bll-viso-jalapa%2FILV-PM-1006.html,Cavalier Geneve,"""Cavalier Geneve Bll Viso Jalapa","5.0"" x 50",20,191.99,True
"Viaje Skull and Bones MOAB (4.5"""" x 52)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Ffeatured-categories%2Flimited-edition%2Fviaje-skull-and-bones%2FVJH-PM-1052.html,Viaje,"""Viaje Skull and Bones MOAB","4.5"" x 52",20,191.99,False
"RoMa Craft Intemperance EC XVIII Faith Short Perfecto (5.0"""" x 50)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fprofile%2Fmellow-cigars%2Froma-craft-intemperance-ec-xviii%2FRC5-PM-1012.html,RoMa Craft Tabac,"""RoMa Craft Intemperance EC XVIII Faith Short","5.0"" x 50",20,191.99,False
"Liga Privada Unico Serie Year of the Rat (5.5"""" x 46)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdrew-estate%2Fliga-privada-unico-serie%2FLPD-PM.html,Liga Privada by Drew Estate,"""Liga Privada Unico Serie Year of the Rat","5.5"" x 46",20,191.99,False
"Southern Draw Firethorn Habano Rosado Pome Lancero (7.5"""" x 40)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fsouthern-draw%2Fsouthern-draw-firethorn-habano-rosado%2FSD2-PM.html,Southern Draw,"""Southern Draw Firethorn Habano Rosado Pome","7.5"" x 40",20,191.99,False
"Southern Draw Kudzu Oscuro Axil Lancero (7.5"""" x 40)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fsouthern-draw%2Fsouthern-draw-kudzu-oscuro%2FSD1-PM.html,Southern Draw,"""Southern Draw Kudzu Oscuro Axil","7.5"" x 40",20,191.99,False
"Cavalier Geneve Black Series II Robusto (5.0"""" x 50)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcavalier-geneve%2Fcavalier-geneve-black-series-ii%2FILU-PM.html,Cavalier Geneve,"""Cavalier Geneve Black Series II","5.0"" x 50",20,191.99,True
"Undercrown 10 by Drew Estate Corona Viva  (5.0"""" x 43)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fdrew-estate-cigars%2Fundercrown-10-by-drew-estate%2FU10-PM-1014.html,Undercrown by Drew Estate,"""Undercrown 10 by Drew Estate","5.0"" x 43",20,192.99,True
"Drew Estate Undercrown Sun Grown Gran Toro (6.0"""" x 52)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdrew-estate%2Fdrew-estate-undercrown-sun-grown%2FUC1-PM.html,Undercrown by Drew Estate,"""Drew Estate Undercrown Sun Grown","6.0"" x 52",20,192.99,False
"La Flor Dominicana Ligero L-400 (5.7"""" x 54)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fla-flor-dominicana%2Fla-flor-dominicana-ligero%2FFWR-PM.html,La Flor Dominicana,"""La Flor Dominicana Ligero L-400","5.7"" x 54",20,192.99,False
"La Flor Dominicana Double Ligero Maduro DL- 654 (6.0"""" x 54) - Maduro",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fla-flor-dominicana%2Fla-flor-dominicana-double-ligero-maduro%2FFWM-PM.html,La Flor Dominicana,"""La Flor Dominicana Double Ligero Maduro DL- 654","6.0"" x 54",20,192.99,True
"La Flor Dominicana Air Bender Double Press (Toro) (6.0"""" x 52)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fla-flor-dominicana%2Fla-flor-dominicana-air-bender%2FFWD-PM.html,La Flor Dominicana,"""La Flor Dominicana Air Bender Double Press (","6.0"" x 52",20,192.99,False
"RoMa Craft Intemperance BA XXI Avarice Short Robusto (4.5"""" x 52)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fcountry-of-origin%2Fnicaraguan%2Froma-craft-intemperance-ba-xxi%2FRC4-PM-1020.html,RoMa Craft Tabac,"""RoMa Craft Intemperance BA XXI Avarice","4.5"" x 52",20,192.99,False
"La Flor Dominicana Double Ligero DL-654 (6.0"""" x 54) - Natural",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fla-flor-dominicana%2Fla-flor-dominicana-double-ligero%2FFWN-PM.html,La Flor Dominicana,"""La Flor Dominicana Double Ligero DL-654","6.0"" x 54",20,192.99,True
"Drew Estate Undercrown Connecticut Shade Robusto (5.0"""" x 54)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdrew-estate%2Fdrew-estate-undercrown-connecticut-shade%2FLPF-PM.html,Undercrown by Drew Estate,"""Drew Estate Undercrown Connecticut Shade","5.0"" x 54",20,193.99,False
"Macanudo Cafe Ascot (4.2"""" x 32)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fmacanudo%2Fmacanudo-cafe%2FMA1-PM.html,Macanudo,"""Macanudo Cafe Ascot","4.2"" x 32",20,193.99,True
"Four Kicks by Crowned Heads Corona Gorda (5.6"""" x 46)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcrowned-heads%2Ffour-kicks-by-crowned-heads%2FFK1-PM.html,Crowned Heads,"""Four Kicks by Crowned Heads","5.6"" x 46",20,193.99,False
"Rocky Patel Vintage 1999 Connecticut Minis (4.2"""" x 32)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Frocky-patel%2Frocky-patel-vintage-1999-connecticut%2FVKC-PM.html,Rocky Patel,"""Rocky Patel Vintage 1999 Connecticut Minis","4.2"" x 32",20,194.99,False
"La Flor Dominicana Ligero Cabinet L-250 (4.7"""" x 48)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fla-flor-dominicana%2Fla-flor-dominicana-ligero-cabinet%2FFWS-PM.html,La Flor Dominicana,"""La Flor Dominicana Ligero Cabinet L-250","4.7"" x 48",20,194.99,True
"Arturo Fuente Corona Imperial (6.5"""" x 46)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Farturo-fuente%2Farturo-fuente%2FAFA-PM.html,Arturo Fuente,"""Arturo Fuente","6.5"" x 46",20,195.0,True
"RoMa Craft Intemperance EC XVIII [old] Charity Petito (4.0"""" x 46)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fprofile%2Fmellow-cigars%2Froma-craft-intemperance-ec-xviii%2FRC5-PM-1012.html,RoMa Craft Tabac,"""RoMa Craft Intemperance EC XVIII [old] Charity Petito","4.0"" x 46",20,195.99,False
"Davidoff Winston Churchill Traveller Belicoso (4.5"""" x 46)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdavidoff%2Fdavidoff-winston-churchill%2FDVT-PM.html,Davidoff,"""Davidoff Winston","4.5"" x 46",20,196.0,False
"La Aroma de Cuba Monarch (6.0"""" x 52)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fla-aroma-de-cuba%2Fla-aroma-de-cuba%2F6BC-PM.html,La Aroma de Cuba,"""La Aroma de Cuba Monarch","6.0"" x 52",20,196.99,True
"Cohiba Nicaragua N4x45 (4.0"""" x 45)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-nicaragua%2FCHF-PM.html,Cohiba,"""Cohiba Nicaragua N4x45","4.0"" x 45",20,196.99,False
"La Aroma de Cuba Immensa (5.5"""" x 60)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fla-aroma-de-cuba%2Fla-aroma-de-cuba%2F6BC-PM.html,La Aroma de Cuba,"""La Aroma de Cuba Immensa","5.5"" x 60",20,196.99,False
"Macanudo Cafe Duke of Devon (5.5"""" x 42)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fmacanudo%2Fmacanudo-cafe%2FMA1-PM.html,Macanudo,"""Macanudo Cafe Duke of Devon","5.5"" x 42",20,196.99,True
"RoMa Craft Intemperance BA XXI Envy Short Perfecto (5.0"""" x 50)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fcountry-of-origin%2Fnicaraguan%2Froma-craft-intemperance-ba-xxi%2FRC4-PM-1020.html,RoMa Craft Tabac,"""RoMa Craft Intemperance BA XXI Envy Short","5.0"" x 50",20,196.99,False
"Laranja Reserva Corona Gorda (5.6"""" x 46)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fespinosa%2Flaranja-reserva%2FEZL-PM.html,Laranja,"""Laranja Reserva","5.6"" x 46",20,196.99,False
"La Coalicion Corona Gorda (5.0"""" x 46)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcrowned-heads%2Fla-coalicion%2FFKQ-PM.html,Crowned Heads,"""La Coalicion","5.0"" x 46",20,197.99,False
"Black Label Trading Co. Memento Mori Robusto (5.0"""" x 50)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fblack-label-trading-company%2Fblack-label-trading-co.-memento-mori%2F0BL-PM.html,Black Label Trading Company,"""Black Label Trading Co. Memento Mori","5.0"" x 50",20,197.99,False
"Tatuaje Black Toro LE (6.0"""" x 50)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Ftatuaje-cigars%2Ftatuaje-black%2F3UY-PM-1004.html,Tatuaje,"""Tatuaje Black","6.0"" x 50",20,197.99,False
"Emilio Cavatina Gordo (6.0"""" x 60)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Femilio%2Femilio-cavatina%2FEM5-PM.html,Emilio Cigars,"""Emilio Cavatina","6.0"" x 60",20,197.99,False
"RoMa Craft Whiskey Rebellion 1794 Jefferson Short Robusto (4.5"""" x 52)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Froma-craft-cigar-company%2Froma-craft-whiskey-rebellion-1794%2FRC7-PM-1019.html,RoMa Craft Tabac,"""RoMa Craft Whiskey Rebellion 1794 Jefferson","4.5"" x 52",20,197.99,False
"Dissident Soapbox Toro Gordo (6.75"""" x 54)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdissident%2Fdissident-soapbox%2FDS1-PM.html,Dissident,"""Dissident Soapbox","6.75"" x 54",20,197.99,False
"Rocky Patel Vintage 1999 Connecticut Gordito (4.0"""" x 60)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Frocky-patel%2Frocky-patel-vintage-1999-connecticut%2FVKC-PM.html,Rocky Patel,"""Rocky Patel Vintage 1999 Connecticut Gordito","4.0"" x 60",20,197.99,False
"Rocky Patel Vintage '90 Gordito (4.0"""" x 60)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Frocky-patel%2Frocky-patel-vintage-%2790%2FVKI-PM.html,Rocky Patel,"""Rocky Patel Vintage '90 Gordito","4.0"" x 60",20,197.99,False
"Tatuaje Black Perfecto LE (5.3"""" x 48)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Ftatuaje-cigars%2Ftatuaje-black%2F3UY-PM-1004.html,Tatuaje,"""Tatuaje Black","5.3"" x 48",20,197.99,False
"Room101 12th Anniversary Toro (6.0"""" x 52)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Froom101-cigars%2Froom-101-12th-anniversary%2FRML-PM-1001.html,Room101,"""Room101 12th Anniversary","6.0"" x 52",20,198.99,False
"La Flor Dominicana Air Bender Valiente (6.2"""" x 60)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fla-flor-dominicana%2Fla-flor-dominicana-air-bender%2FFWD-PM.html,La Flor Dominicana,"""La Flor Dominicana Air Bender Valiente","6.2"" x 60",20,198.99,False
"La Flor Dominicana Ligero L-500 (5.7"""" x 60)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fla-flor-dominicana%2Fla-flor-dominicana-ligero%2FFWR-PM.html,La Flor Dominicana,"""La Flor Dominicana Ligero L-500","5.7"" x 60",20,198.99,True
"La Flor Dominicana Double Ligero DL-854 (8.0"""" x 54) - Natural",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fla-flor-dominicana%2Fla-flor-dominicana-double-ligero%2FFWN-PM.html,La Flor Dominicana,"""La Flor Dominicana Double Ligero DL-854","8.0"" x 54",20,198.99,False
"Room101 12th Anniversary Toro (6.0"""" x 50)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Froom101-cigars%2Froom-101-12th-anniversary%2FRML-PM-1001.html,Room101,"""Room101 12th Anniversary","6.0"" x 50",20,198.99,False
"Crowned Heads Le Patissier Senadores (6.1"""" x 48)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fcrowned-heads-cigars%2Fcrowned-heads-le-patissier%2FFKY-PM-1012.html,Crowned Heads,"""Crowned Heads Le Patissier Senadores","6.1"" x 48",20,198.99,False
"ADVentura The Explorer Robusto Grande (5.0"""" x 54)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fadventura-cigars%2Fadventura-the-explorer%2FADV-PM.html,ADVentura,"""ADVentura The Explorer","5.0"" x 54",20,198.99,False
"ADVentura The Explorer Robusto Grande (5.0"""" x 45)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fadventura-cigars%2Fadventura-the-explorer%2FADV-PM.html,ADVentura,"""ADVentura The Explorer","5.0"" x 45",20,198.99,False
