title,url,brand,line,size,box_qty,price,in_stock
"Guardian of the Farm Nightwatch Campeon (6.0"""" x 52)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faganorsa%2Fguardian-nightwatch%2FAL8-PM.html,Guardian of the Farm,"""Guardian of the Farm Nightwatch Campeon","6.0"" x 52",20,269.99,False
AVO Classic Belicoso Classic (6.0 x 48),https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Favo-cigars%2Favo-classic%2FAV1-PM.html,AVO,Classic,"6.0"" x 48",20,269.99,False
"BLTC Last Rites Viaticum 2021 BP Robusto (5.0"""" x 54)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fblack-label-trading-company%2Fbltc-last-rites-viaticum-2021%2FZBL-PM-1006.html,Black Label Trading Company,"""BLTC Last Rites Viaticum 2021 BP","5.0"" x 54",20,269.99,False
"La Coalicion Sublime (6.5"""" x 54)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcrowned-heads%2Fla-coalicion%2FFKQ-PM.html,Crowned Heads,"""La Coalicion Sublime","6.5"" x 54",20,269.99,False
"Drew Estate 20 Acre Farm Gordito (6.0"""" x 60)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fdrew-estate-cigars%2Fdrew-estate-20-acre-farm%2F2AF-PM-1003.html,20 Acre Farm,"""Drew Estate 20 Acre Farm Gordito","6.0"" x 60",20,269.99,False
"Cohiba Red Dot Corona Minor (4.0"""" x 42)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-red-dot%2FCGA-PM.html,Cohiba,"""Cohiba Red Dot","4.0"" x 42",20,269.99,True
"God of Fire Serie B Robusto (5.2"""" x 50)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Farturo-fuente%2Fgod-of-fire-serie-b%2FGDC-PM.html,God of Fire,"""God of Fire Serie B","5.2"" x 50",20,270.0,False
"Viaje Full Moon 2023 Edicition Limitada (4.875"""" x 52)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fviaje-cigars%2Fviaje-full-moon%2FVJW-PM-1014.html,Viaje,"""Viaje Full Moon 2023 Edicition Limitada","4.875"" x 52",20,270.0,False
"RoMa Craft CroMagnon Mastodon Petite Gordo LE (4.5"""" x 60)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Froma-craft%2Froma-craft-cromagnon%2FRC1-PM.html,RoMa Craft Tabac,"""RoMa Craft CroMagnon Mastodon Petite","4.5"" x 60",20,271.99,False
"The Upsetters The Original Rude Boy (6.0"""" x 60) - Maduro",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Ffoundation-cigars%2Fthe-upsetters%2FUPS-PM.html,The Upsetters,"""The Upsetters The Original Rude Boy","6.0"" x 60",20,271.99,True
"Aging Room Quattro Nicaraguan Vibrato (6.0"""" x 54)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faging-room-cigars%2Faging-room-quattro-nicaraguan%2FBBT-PM.html,Aging Room,"""Aging Room Quattro Nicaraguan Vibrato","6.0"" x 54",20,271.99,True
"AVO Syncro Ritmo Special Toro (6.0"""" x 60)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Favo-cigars%2Favo-syncro-ritmo%2FAV9-PM.html,AVO,"""AVO Syncro Ritmo Special","6.0"" x 60",20,271.99,True
"RoMa Craft CroMagnon EMH Robusto Extra (5.0"""" x 56)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Froma-craft%2Froma-craft-cromagnon%2FRC1-PM.html,RoMa Craft Tabac,"""RoMa Craft CroMagnon EMH","5.0"" x 56",20,271.99,False
"RoMa Craft CroMagnon Pestera Muierilor (4.0"""" x 46)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Froma-craft%2Froma-craft-cromagnon%2FRC1-PM.html,RoMa Craft Tabac,"""RoMa Craft CroMagnon Pestera Muierilor","4.0"" x 46",20,271.99,False
"La Palina Goldie Toro (6.2"""" x 54"""")",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fla-palina-goldie%2F9VG-PM-1020.html,La Palina,"""La Palina Goldie",,20,271.99,True
"Illusione Fume D'Amour Juniperos (7.5"""" x 40)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fillusione%2Fillusione-fume-d%27amour%2FILE-PM.html,Illusione,"""Illusione Fume D'Amour Juniperos","7.5"" x 40",20,271.99,False
"Rocky Patel Decade Toro (6.5"""" x 52)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Frocky-patel%2Frocky-patel-decade-cigars%2FILB-PM.html,Rocky Patel,"""Rocky Patel Decade","6.5"" x 52",20,271.99,False
"Viaje Full Moon 2021 (5.0"""" x 58)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fviaje-cigars%2Fviaje-full-moon%2FVJW-PM-1014.html,Viaje,"""Viaje Full Moon 2021","5.0"" x 58",20,274.0,False
"Davidoff Aniversario Series Entreacto (3.5"""" x 43)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdavidoff%2Fdavidoff-aniversario-series%2FDV6-PM.html,Davidoff,"""Davidoff Aniversario Series Entreacto","3.5"" x 43",20,274.0,False
"Viaje Full Moon 2023 Robusto Extra (5.0"""" x 58)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fviaje-cigars%2Fviaje-full-moon%2FVJW-PM-1014.html,Viaje,"""Viaje Full Moon 2023","5.0"" x 58",20,274.0,False
"Viaje Full Moon LE 2019 (5.0"""" x 58)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fviaje-cigars%2Fviaje-full-moon%2FVJW-PM-1014.html,Viaje,"""Viaje Full Moon LE 2019","5.0"" x 58",20,274.0,False
"Drew Estate Liga Privada No. 9 Robusto (5.0"""" x 52)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdrew-estate%2Fdrew-estate-liga-privada-no.-9%2FLPB-PM.html,Liga Privada by Drew Estate,"""Drew Estate Liga Privada No. 9","5.0"" x 52",20,274.27,False
"El Gueguense Maduro Torpedo (6.2"""" x 52)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Ffoundation-cigars%2Fel-gueguense-maduro%2FFCG-PM.html,El Gueguense,"""El Gueguense Maduro","6.2"" x 52",20,274.99,False
"BLTC Last Rites Viaticum 2021 BP Toro (6.0"""" x 48)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fblack-label-trading-company%2Fbltc-last-rites-viaticum-2021%2FZBL-PM-1006.html,Black Label Trading Company,"""BLTC Last Rites Viaticum 2021 BP","6.0"" x 48",20,274.99,False
"El Gueguense Torpedo (6.2"""" x 52)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Ffoundation-cigars%2Fel-gueguense%2FFCC-PM.html,El Gueguense,"""El Gueguense","6.2"" x 52",20,274.99,False
"Aging Room Quattro Nicaraguan Concerto (7.0"""" x 50)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faging-room-cigars%2Faging-room-quattro-nicaraguan%2FBBT-PM.html,Aging Room,"""Aging Room Quattro Nicaraguan Concerto","7.0"" x 50",20,274.99,True
"Viaje Skull and Bones Ten Ton Tess (6.0"""" x 54) - Black",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Ffeatured-categories%2Flimited-edition%2Fviaje-skull-and-bones%2FVJH-PM-1052.html,Viaje,"""Viaje Skull and Bones Ten Ton Tess","6.0"" x 54",20,275.0,False
"Ashton Symmetry Corona (5.6"""" x 46)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fashton%2Fashton-symmetry%2FAHD-PM.html,Ashton,"""Ashton Symmetry","5.6"" x 46",20,275.63,False
Illusione Original Documents Corojo Gran Corona,https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fillusione%2Fillusione-original-documents%2FIL1-PM.html,Illusione,Original Documents Corojo Gran,,20,275.99,False
"RoMa Craft CroMagnon Anthropology Grand Corona (5.7"""" x 46)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Froma-craft%2Froma-craft-cromagnon%2FRC1-PM.html,RoMa Craft Tabac,"""RoMa Craft CroMagnon Anthropology Grand","5.7"" x 46",20,275.99,False
"La Aroma de Cuba Reserva Belicoso (5.8"""" x 54)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fla-aroma-de-cuba%2Fla-aroma-de-cuba-mi-amor-reserva%2F6BE-PM.html,La Aroma de Cuba,"""La Aroma de Cuba Reserva","5.8"" x 54",20,275.99,False
"JFR Lunatic Maduro 770 (7.0"""" x 70)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faganorsa%2Fj.f.r.-lunatic-maduro%2FCFN-PM.html,JFR,"""JFR Lunatic Maduro 770","7.0"" x 70",20,276.99,False
"ADVentura The Royal Return King's Gold Robusto (5.0"""" x 52)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fadventura-cigars%2Fadventura-the-royal-return-king%27s-gold%2FAD4-PM.html,ADVentura,"""ADVentura The Royal Return King's Gold","5.0"" x 52",20,277.2,False
"Aging Room Quattro Nicaraguan Grande (6.0"""" x 60)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faging-room-cigars%2Faging-room-quattro-nicaraguan%2FBBT-PM.html,Aging Room,"""Aging Room Quattro Nicaraguan Grande","6.0"" x 60",20,277.99,True
"Tatuaje Nicaragua Cojonu '21 (7.0"""" x 58)- Habano",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Ftatuaje%2Ftatuaje-nicaragua%2F3UP-PM.html,Tatuaje,"""Tatuaje Nicaragua Cojonu '21","7.0"" x 58",20,278.99,False
"BLTC Last Rites Viaticum 2021 BP Lancero  (6.75"""" x 40)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fblack-label-trading-company%2Fbltc-last-rites-viaticum-2021%2FZBL-PM-1006.html,Black Label Trading Company,"""BLTC Last Rites Viaticum 2021 BP","6.75"" x 40",20,278.99,False
"AVO Syncro Nicaragua Puritos (4.0""""x30)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Favo-cigars%2Favo-syncro-nicaragua%2FAV6-PM.html,AVO,"""AVO Syncro Nicaragua Puritos","4.0"" x 30",20,279.0,False
"Montecristo Classic Especial No. 1 (6.6"""" x 44)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fmontecristo%2Fmontecristo-classic%2FMTC-PM.html,Montecristo,"""Montecristo Classic Especial No. 1","6.6"" x 44",20,279.99,True
"Aladino Corojo Reserva Toro Reserva (6.0"""" x 52)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fcountry-of-origin%2Fhonduran%2Faladino-corojo-reserva%2FAA1-PM.html,Aladino,"""Aladino Corojo Reserva","6.0"" x 52",20,279.99,True
"Highclere Castle Robusto (5.0"""" x 50)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Ffoundation-cigar-company%2Fhighclere-castle-edwardian%2FFCH-PM.html,Highclere Castle,"""Highclere Castle","5.0"" x 50",20,279.99,False
"Oliva Serie 'V' Torpedo (6.0"""" x 56)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Foliva%2Foliva-serie-%27v%27%2F1OB-PM.html,Oliva,"""Oliva Serie 'V'","6.0"" x 56",20,281.99,True
"Room101 FARCE Maduro Gordo  (6.0"""" x 60)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Froom101-cigars%2Ffarce-maduro%2FRMC-PM.html,Room101,"""Room101 FARCE Maduro","6.0"" x 60",20,281.99,True
"Caldwell Collection - Eastern Standard Corretto (5.0"""" x 50)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcaldwell%2Fcaldwell-collection---eastern-standard%2FCW1-PM.html,Caldwell,"""Caldwell Collection - Eastern Standard Corretto","5.0"" x 50",20,281.99,True
Room101 FARCE Gordo (6.0' x 60),https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Froom101-cigars%2Froom-101-farce.%2FRM0-PM.html,Room101,FARCE,,20,281.99,True
"Illusione Rothchildes Rothchildes SA (4.5"""" x 50)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fillusione%2Fillusione-rothchildes%2FILL-PM.html,Illusione,"""Illusione Rothchildes Rothchildes SA","4.5"" x 50",20,281.99,False
"RoMa Craft CroMagnon Aquitaine EMH Sabre Tooth Robusto Extra LE (5.0"""" x 56)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Froma-craft%2Froma-craft-cromagnon-aquitaine%2FRC2-PM.html,RoMa Craft Tabac,"""RoMa Craft CroMagnon Aquitaine EMH Sabre Tooth","5.0"" x 56",20,281.99,False
"Caldwell Collection - Long Live The King My Style is Jalapeno (7.0"""" x 40)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcaldwell%2Fcaldwell-collection---long-live-the-king%2FCW3-PM.html,Caldwell,"""Caldwell Collection - Long Live The King My Style is Jalapeno","7.0"" x 40",20,281.99,False
"The Tabernacle Robusto (5.0"""" x 50)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Ffoundation-cigars%2Fthe-tabernacle%2FFCE-PM.html,The Tabernacle,"""The Tabernacle","5.0"" x 50",20,282.99,True
"The Tabernacle Havana Seed CT Robusto (5.0"""" x 50)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Ffoundation-cigars%2Fthe-tabernacle-havana-seed-ct%2FFCI-PM.html,The Tabernacle,"""The Tabernacle Havana Seed CT","5.0"" x 50",20,282.99,False
"The Tabernacle Torpedo (4.5"""" x 52)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Ffoundation-cigars%2Fthe-tabernacle%2FFCE-PM.html,The Tabernacle,"""The Tabernacle","4.5"" x 52",20,282.99,False
"Crowned Heads La Imperiosa Minutos (4.3"""" x 42)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcrowned-heads%2Fcrowned-heads-la-imperiosa%2FFK8-PM.html,Crowned Heads,"""Crowned Heads La Imperiosa Minutos","4.3"" x 42",20,283.99,False
"Ashton Cigars 8-9-8 (6.5"""" x 44)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fashton%2Fashton-cigars%2FAHA-PM.html,Ashton,"""Ashton Cigars 8-9-8","6.5"" x 44",20,283.99,True
"JFR Lunatic Maduro El Grande  (5.5"""" x 80)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faganorsa%2Fj.f.r.-lunatic-maduro%2FCFN-PM.html,JFR,"""JFR Lunatic Maduro El Grande","5.5"" x 80",20,283.99,True
Davidoff Winston Robusto Robusto (LE 2019),https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdavidoff%2Fdavidoff-winston-churchill%2FDVT-PM.html,Davidoff,Winston,,20,283.99,False
"Tatuaje Tattoo by Pete Johnson Universo Toro (6.0"""" x 50)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Ftatuaje%2Ftatuaje-tattoo-by-pete-johnson%2FTAT-PM.html,Tatuaje,"""Tatuaje Tattoo by Pete Johnson Universo","6.0"" x 50",20,284.99,False
"Montecristo Nicaragua Robusto (5.0"""" x 54)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fmontecristo%2Fmontecristo-nicaragua%2FMTD-PM.html,Montecristo,"""Montecristo Nicaragua","5.0"" x 54",20,284.99,True
"El Gueguense Maduro Toro Huaco (6.0"""" x 56)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Ffoundation-cigars%2Fel-gueguense-maduro%2FFCG-PM.html,El Gueguense,"""El Gueguense Maduro","6.0"" x 56",20,285.99,False
"El Gueguense Toro Huaco (6.0"""" x 56)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Ffoundation-cigars%2Fel-gueguense%2FFCC-PM.html,El Gueguense,"""El Gueguense","6.0"" x 56",20,285.99,False
"Illusione Epernay Serie 2009 Le Monde - Toro Gordo (6.2"""" x 52)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fillusione%2Fillusione-epernay-serie-2009%2FIL9-PM.html,Illusione,"""Illusione Epernay Serie 2009 Le Monde","6.2"" x 52",20,285.99,False
"La Aroma de Cuba Reserva Romantico (6.8"""" x 50)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fla-aroma-de-cuba%2Fla-aroma-de-cuba-mi-amor-reserva%2F6BE-PM.html,La Aroma de Cuba,"""La Aroma de Cuba Reserva Romantico","6.8"" x 50",20,286.99,True
"La Aroma de Cuba Reserva Divino (6.2"""" x 52)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fla-aroma-de-cuba%2Fla-aroma-de-cuba-mi-amor-reserva%2F6BE-PM.html,La Aroma de Cuba,"""La Aroma de Cuba Reserva Divino","6.2"" x 52",20,286.99,False
"Las Calaveras LE 2021 LC54 (5.7"""" x 54)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fprofile%2Ffull-bodied-cigars%2Flas-calaveras-le-2021%2FFKX-PM.html,Crowned Heads,"""Las Calaveras LE 2021 LC54","5.7"" x 54",20,287.99,False
"Viaje Skull and Bones M?stery BP 2022 (5.25""""  x 50)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Ffeatured-categories%2Flimited-edition%2Fviaje-skull-and-bones%2FVJH-PM-1052.html,Viaje,"""Viaje Skull and Bones M?stery BP 2022","5.25"" x 50",20,288.0,False
